iso_code,date,indicator,value
USA,2021-06-28,Weekly new hospital admissions per million,40.638
USA,2021-06-29,Daily ICU occupancy,3676.0
USA,2021-06-29,Daily ICU occupancy per million,11.042
USA,2021-06-29,Daily hospital occupancy,12662.0
USA,2021-06-29,Daily hospital occupancy per million,38.034
USA,2021-06-29,Weekly new hospital admissions,13597.0
USA,2021-06-29,Weekly new hospital admissions per million,40.842
USA,2021-06-30,Daily ICU occupancy,3673.0
USA,2021-06-30,Daily ICU occupancy per million,11.033
USA,2021-06-30,Daily hospital occupancy,12879.0
USA,2021-06-30,Daily hospital occupancy per million,38.686
USA,2021-06-30,Weekly new hospital admissions,13767.0
USA,2021-06-30,Weekly new hospital admissions per million,41.353
USA,2021-07-01,Daily ICU occupancy,3614.0
USA,2021-07-01,Daily ICU occupancy per million,10.856
USA,2021-07-01,Daily hospital occupancy,12863.0
USA,2021-07-01,Daily hospital occupancy per million,38.637
USA,2021-07-01,Weekly new hospital admissions,13876.0
USA,2021-07-01,Weekly new hospital admissions per million,41.68
USA,2021-07-02,Daily ICU occupancy,4027.0
USA,2021-07-02,Daily ICU occupancy per million,12.096
USA,2021-07-02,Daily hospital occupancy,13234.0
USA,2021-07-02,Daily hospital occupancy per million,39.752
USA,2021-07-02,Weekly new hospital admissions,14294.0
USA,2021-07-02,Weekly new hospital admissions per million,42.936
USA,2021-07-03,Daily ICU occupancy,3753.0
USA,2021-07-03,Daily ICU occupancy per million,11.273
USA,2021-07-03,Daily hospital occupancy,12916.0
USA,2021-07-03,Daily hospital occupancy per million,38.797
USA,2021-07-03,Weekly new hospital admissions,14458.0
USA,2021-07-03,Weekly new hospital admissions per million,43.428
USA,2021-07-04,Daily ICU occupancy,3777.0
USA,2021-07-04,Daily ICU occupancy per million,11.345
USA,2021-07-04,Daily hospital occupancy,13121.0
USA,2021-07-04,Daily hospital occupancy per million,39.412
USA,2021-07-04,Weekly new hospital admissions,14577.0
USA,2021-07-04,Weekly new hospital admissions per million,43.786
USA,2021-07-05,Daily ICU occupancy,3883.0
USA,2021-07-05,Daily ICU occupancy per million,11.664
USA,2021-07-05,Daily hospital occupancy,13433.0
USA,2021-07-05,Daily hospital occupancy per million,40.35
USA,2021-07-05,Weekly new hospital admissions,14757.0
USA,2021-07-05,Weekly new hospital admissions per million,44.327
USA,2021-07-06,Daily ICU occupancy,3980.0
USA,2021-07-06,Daily ICU occupancy per million,11.955
USA,2021-07-06,Daily hospital occupancy,13974.0
USA,2021-07-06,Daily hospital occupancy per million,41.975
USA,2021-07-06,Weekly new hospital admissions,14980.0
USA,2021-07-06,Weekly new hospital admissions per million,44.996
USA,2021-07-07,Daily ICU occupancy,4132.0
USA,2021-07-07,Daily ICU occupancy per million,12.412
USA,2021-07-07,Daily hospital occupancy,14665.0
USA,2021-07-07,Daily hospital occupancy per million,44.05
USA,2021-07-07,Weekly new hospital admissions,15499.0
USA,2021-07-07,Weekly new hospital admissions per million,46.555
USA,2021-07-08,Daily ICU occupancy,4297.0
USA,2021-07-08,Daily ICU occupancy per million,12.907
USA,2021-07-08,Daily hospital occupancy,15074.0
USA,2021-07-08,Daily hospital occupancy per million,45.279
USA,2021-07-08,Weekly new hospital admissions,16109.0
USA,2021-07-08,Weekly new hospital admissions per million,48.388
USA,2021-07-09,Daily ICU occupancy,4369.0
USA,2021-07-09,Daily ICU occupancy per million,13.123
USA,2021-07-09,Daily hospital occupancy,15409.0
USA,2021-07-09,Daily hospital occupancy per million,46.285
USA,2021-07-09,Weekly new hospital admissions,16539.0
USA,2021-07-09,Weekly new hospital admissions per million,49.679
USA,2021-07-10,Daily ICU occupancy,4442.0
USA,2021-07-10,Daily ICU occupancy per million,13.343
USA,2021-07-10,Daily hospital occupancy,15710.0
USA,2021-07-10,Daily hospital occupancy per million,47.189
USA,2021-07-10,Weekly new hospital admissions,17226.0
USA,2021-07-10,Weekly new hospital admissions per million,51.743
USA,2021-07-11,Daily ICU occupancy,4637.0
USA,2021-07-11,Daily ICU occupancy per million,13.928
USA,2021-07-11,Daily hospital occupancy,16396.0
USA,2021-07-11,Daily hospital occupancy per million,49.25
USA,2021-07-11,Weekly new hospital admissions,17910.0
USA,2021-07-11,Weekly new hospital admissions per million,53.798
USA,2021-07-12,Daily ICU occupancy,4883.0
USA,2021-07-12,Daily ICU occupancy per million,14.667
USA,2021-07-12,Daily hospital occupancy,17330.0
USA,2021-07-12,Daily hospital occupancy per million,52.055
USA,2021-07-12,Weekly new hospital admissions,18721.0
USA,2021-07-12,Weekly new hospital admissions per million,56.234
USA,2021-07-13,Daily ICU occupancy,5072.0
USA,2021-07-13,Daily ICU occupancy per million,15.235
USA,2021-07-13,Daily hospital occupancy,18204.0
USA,2021-07-13,Daily hospital occupancy per million,54.681
USA,2021-07-13,Weekly new hospital admissions,19729.0
USA,2021-07-13,Weekly new hospital admissions per million,59.261
USA,2021-07-14,Daily ICU occupancy,5255.0
USA,2021-07-14,Daily ICU occupancy per million,15.785
USA,2021-07-14,Daily hospital occupancy,19085.0
USA,2021-07-14,Daily hospital occupancy per million,57.327
USA,2021-07-14,Weekly new hospital admissions,20339.0
USA,2021-07-14,Weekly new hospital admissions per million,61.094
USA,2021-07-15,Daily ICU occupancy,5474.0
USA,2021-07-15,Daily ICU occupancy per million,16.443
USA,2021-07-15,Daily hospital occupancy,19915.0
USA,2021-07-15,Daily hospital occupancy per million,59.82
USA,2021-07-15,Weekly new hospital admissions,21142.0
USA,2021-07-15,Weekly new hospital admissions per million,63.506
USA,2021-07-16,Daily ICU occupancy,5785.0
USA,2021-07-16,Daily ICU occupancy per million,17.377
USA,2021-07-16,Daily hospital occupancy,20874.0
USA,2021-07-16,Daily hospital occupancy per million,62.701
USA,2021-07-16,Weekly new hospital admissions,22095.0
USA,2021-07-16,Weekly new hospital admissions per million,66.368
USA,2021-07-17,Daily ICU occupancy,5994.0
USA,2021-07-17,Daily ICU occupancy per million,18.005
USA,2021-07-17,Daily hospital occupancy,21595.0
USA,2021-07-17,Daily hospital occupancy per million,64.866
USA,2021-07-17,Weekly new hospital admissions,23083.0
USA,2021-07-17,Weekly new hospital admissions per million,69.336
USA,2021-07-18,Daily ICU occupancy,6272.0
USA,2021-07-18,Daily ICU occupancy per million,18.84
USA,2021-07-18,Daily hospital occupancy,22564.0
USA,2021-07-18,Daily hospital occupancy per million,67.777
USA,2021-07-18,Weekly new hospital admissions,24072.0
USA,2021-07-18,Weekly new hospital admissions per million,72.307
USA,2021-07-19,Daily ICU occupancy,6717.0
USA,2021-07-19,Daily ICU occupancy per million,20.176
USA,2021-07-19,Daily hospital occupancy,24261.0
USA,2021-07-19,Daily hospital occupancy per million,72.874
USA,2021-07-19,Weekly new hospital admissions,25216.0
USA,2021-07-19,Weekly new hospital admissions per million,75.743
USA,2021-07-20,Daily ICU occupancy,7115.0
USA,2021-07-20,Daily ICU occupancy per million,21.372
USA,2021-07-20,Daily hospital occupancy,25700.0
USA,2021-07-20,Daily hospital occupancy per million,77.197
USA,2021-07-20,Weekly new hospital admissions,26614.0
USA,2021-07-20,Weekly new hospital admissions per million,79.942
USA,2021-07-21,Daily ICU occupancy,7408.0
USA,2021-07-21,Daily ICU occupancy per million,22.252
USA,2021-07-21,Daily hospital occupancy,27057.0
USA,2021-07-21,Daily hospital occupancy per million,81.273
USA,2021-07-21,Weekly new hospital admissions,28103.0
USA,2021-07-21,Weekly new hospital admissions per million,84.415
USA,2021-07-22,Daily ICU occupancy,7687.0
USA,2021-07-22,Daily ICU occupancy per million,23.09
USA,2021-07-22,Daily hospital occupancy,28605.0
USA,2021-07-22,Daily hospital occupancy per million,85.923
USA,2021-07-22,Weekly new hospital admissions,29859.0
USA,2021-07-22,Weekly new hospital admissions per million,89.69
USA,2021-07-23,Daily ICU occupancy,8097.0
USA,2021-07-23,Daily ICU occupancy per million,24.322
USA,2021-07-23,Daily hospital occupancy,30295.0
USA,2021-07-23,Daily hospital occupancy per million,90.999
USA,2021-07-23,Weekly new hospital admissions,31504.0
USA,2021-07-23,Weekly new hospital admissions per million,94.631
USA,2021-07-24,Daily ICU occupancy,8419.0
USA,2021-07-24,Daily ICU occupancy per million,25.289
USA,2021-07-24,Daily hospital occupancy,31469.0
USA,2021-07-24,Daily hospital occupancy per million,94.526
USA,2021-07-24,Weekly new hospital admissions,33292.0
USA,2021-07-24,Weekly new hospital admissions per million,100.001
USA,2021-07-25,Daily ICU occupancy,8867.0
USA,2021-07-25,Daily ICU occupancy per million,26.634
USA,2021-07-25,Daily hospital occupancy,33406.0
USA,2021-07-25,Daily hospital occupancy per million,100.344
USA,2021-07-25,Weekly new hospital admissions,35063.0
USA,2021-07-25,Weekly new hospital admissions per million,105.321
USA,2021-07-26,Daily ICU occupancy,9448.0
USA,2021-07-26,Daily ICU occupancy per million,28.38
USA,2021-07-26,Daily hospital occupancy,35748.0
USA,2021-07-26,Daily hospital occupancy per million,107.379
USA,2021-07-26,Weekly new hospital admissions,36942.0
USA,2021-07-26,Weekly new hospital admissions per million,110.965
USA,2021-07-27,Daily ICU occupancy,9994.0
USA,2021-07-27,Daily ICU occupancy per million,30.02
USA,2021-07-27,Daily hospital occupancy,38296.0
USA,2021-07-27,Daily hospital occupancy per million,115.032
USA,2021-07-27,Weekly new hospital admissions,39034.0
USA,2021-07-27,Weekly new hospital admissions per million,117.249
USA,2021-07-28,Daily ICU occupancy,10378.0
USA,2021-07-28,Daily ICU occupancy per million,31.173
USA,2021-07-28,Daily hospital occupancy,40482.0
USA,2021-07-28,Daily hospital occupancy per million,121.599
USA,2021-07-28,Weekly new hospital admissions,41324.0
USA,2021-07-28,Weekly new hospital admissions per million,124.128
USA,2021-07-29,Daily ICU occupancy,10919.0
USA,2021-07-29,Daily ICU occupancy per million,32.798
USA,2021-07-29,Daily hospital occupancy,42200.0
USA,2021-07-29,Daily hospital occupancy per million,126.759
USA,2021-07-29,Weekly new hospital admissions,43269.0
USA,2021-07-29,Weekly new hospital admissions per million,129.97
USA,2021-07-30,Daily ICU occupancy,11463.0
USA,2021-07-30,Daily ICU occupancy per million,34.432
USA,2021-07-30,Daily hospital occupancy,44541.0
USA,2021-07-30,Daily hospital occupancy per million,133.791
USA,2021-07-30,Weekly new hospital admissions,45867.0
USA,2021-07-30,Weekly new hospital admissions per million,137.774
USA,2021-07-31,Daily ICU occupancy,12109.0
USA,2021-07-31,Daily ICU occupancy per million,36.373
USA,2021-07-31,Daily hospital occupancy,46428.0
USA,2021-07-31,Daily hospital occupancy per million,139.459
USA,2021-07-31,Weekly new hospital admissions,48327.0
USA,2021-07-31,Weekly new hospital admissions per million,145.163
USA,2021-08-01,Daily ICU occupancy,12698.0
USA,2021-08-01,Daily ICU occupancy per million,38.142
USA,2021-08-01,Daily hospital occupancy,48538.0
USA,2021-08-01,Daily hospital occupancy per million,145.797
USA,2021-08-01,Weekly new hospital admissions,50363.0
USA,2021-08-01,Weekly new hospital admissions per million,151.279
USA,2021-08-02,Daily ICU occupancy,13481.0
USA,2021-08-02,Daily ICU occupancy per million,40.494
USA,2021-08-02,Daily hospital occupancy,51780.0
USA,2021-08-02,Daily hospital occupancy per million,155.535
USA,2021-08-02,Weekly new hospital admissions,52403.0
USA,2021-08-02,Weekly new hospital admissions per million,157.407
USA,2021-08-03,Daily ICU occupancy,14052.0
USA,2021-08-03,Daily ICU occupancy per million,42.209
USA,2021-08-03,Daily hospital occupancy,54470.0
USA,2021-08-03,Daily hospital occupancy per million,163.615
USA,2021-08-03,Weekly new hospital admissions,54984.0
USA,2021-08-03,Weekly new hospital admissions per million,165.159
USA,2021-08-04,Daily ICU occupancy,14635.0
USA,2021-08-04,Daily ICU occupancy per million,43.96
USA,2021-08-04,Daily hospital occupancy,56954.0
USA,2021-08-04,Daily hospital occupancy per million,171.077
USA,2021-08-04,Weekly new hospital admissions,57412.0
USA,2021-08-04,Weekly new hospital admissions per million,172.452
USA,2021-08-05,Daily ICU occupancy,15193.0
USA,2021-08-05,Daily ICU occupancy per million,45.636
USA,2021-08-05,Daily hospital occupancy,59587.0
USA,2021-08-05,Daily hospital occupancy per million,178.986
USA,2021-08-05,Weekly new hospital admissions,60025.0
USA,2021-08-05,Weekly new hospital admissions per million,180.301
USA,2021-08-06,Daily ICU occupancy,15732.0
USA,2021-08-06,Daily ICU occupancy per million,47.255
USA,2021-08-06,Daily hospital occupancy,62122.0
USA,2021-08-06,Daily hospital occupancy per million,186.6
USA,2021-08-06,Weekly new hospital admissions,62257.0
USA,2021-08-06,Weekly new hospital admissions per million,187.006
USA,2021-08-07,Daily ICU occupancy,16164.0
USA,2021-08-07,Daily ICU occupancy per million,48.553
USA,2021-08-07,Daily hospital occupancy,63544.0
USA,2021-08-07,Daily hospital occupancy per million,190.872
USA,2021-08-07,Weekly new hospital admissions,64404.0
USA,2021-08-07,Weekly new hospital admissions per million,193.455
USA,2021-08-08,Daily ICU occupancy,16784.0
USA,2021-08-08,Daily ICU occupancy per million,50.415
USA,2021-08-08,Daily hospital occupancy,66369.0
USA,2021-08-08,Daily hospital occupancy per million,199.357
USA,2021-08-08,Weekly new hospital admissions,66807.0
USA,2021-08-08,Weekly new hospital admissions per million,200.673
USA,2021-08-09,Daily ICU occupancy,17707.0
USA,2021-08-09,Daily ICU occupancy per million,53.188
USA,2021-08-09,Daily hospital occupancy,69838.0
USA,2021-08-09,Daily hospital occupancy per million,209.777
USA,2021-08-09,Weekly new hospital admissions,69042.0
USA,2021-08-09,Weekly new hospital admissions per million,207.386
USA,2021-08-10,Daily ICU occupancy,18264.0
USA,2021-08-10,Daily ICU occupancy per million,54.861
USA,2021-08-10,Daily hospital occupancy,72521.0
USA,2021-08-10,Daily hospital occupancy per million,217.836
USA,2021-08-10,Weekly new hospital admissions,71165.0
USA,2021-08-10,Weekly new hospital admissions per million,213.763
USA,2021-08-11,Daily ICU occupancy,19016.0
USA,2021-08-11,Daily ICU occupancy per million,57.12
USA,2021-08-11,Daily hospital occupancy,74850.0
USA,2021-08-11,Daily hospital occupancy per million,224.832
USA,2021-08-11,Weekly new hospital admissions,73374.0
USA,2021-08-11,Weekly new hospital admissions per million,220.399
USA,2021-08-12,Daily ICU occupancy,19537.0
USA,2021-08-12,Daily ICU occupancy per million,58.685
USA,2021-08-12,Daily hospital occupancy,76968.0
USA,2021-08-12,Daily hospital occupancy per million,231.194
USA,2021-08-12,Weekly new hospital admissions,75534.0
USA,2021-08-12,Weekly new hospital admissions per million,226.887
USA,2021-08-13,Daily ICU occupancy,20076.0
USA,2021-08-13,Daily ICU occupancy per million,60.304
USA,2021-08-13,Daily hospital occupancy,78580.0
USA,2021-08-13,Daily hospital occupancy per million,236.036
USA,2021-08-13,Weekly new hospital admissions,77290.0
USA,2021-08-13,Weekly new hospital admissions per million,232.161
USA,2021-08-14,Daily ICU occupancy,20401.0
USA,2021-08-14,Daily ICU occupancy per million,61.28
USA,2021-08-14,Daily hospital occupancy,79622.0
USA,2021-08-14,Daily hospital occupancy per million,239.166
USA,2021-08-14,Weekly new hospital admissions,78844.0
USA,2021-08-14,Weekly new hospital admissions per million,236.829
USA,2021-08-15,Daily ICU occupancy,21077.0
USA,2021-08-15,Daily ICU occupancy per million,63.31
USA,2021-08-15,Daily hospital occupancy,81624.0
USA,2021-08-15,Daily hospital occupancy per million,245.18
USA,2021-08-15,Weekly new hospital admissions,79727.0
USA,2021-08-15,Weekly new hospital admissions per million,239.481
USA,2021-08-16,Daily ICU occupancy,21673.0
USA,2021-08-16,Daily ICU occupancy per million,65.101
USA,2021-08-16,Daily hospital occupancy,84313.0
USA,2021-08-16,Daily hospital occupancy per million,253.257
USA,2021-08-16,Weekly new hospital admissions,80753.0
USA,2021-08-16,Weekly new hospital admissions per million,242.563
USA,2021-08-17,Daily ICU occupancy,22303.0
USA,2021-08-17,Daily ICU occupancy per million,66.993
USA,2021-08-17,Daily hospital occupancy,86744.0
USA,2021-08-17,Daily hospital occupancy per million,260.559
USA,2021-08-17,Weekly new hospital admissions,82022.0
USA,2021-08-17,Weekly new hospital admissions per million,246.375
USA,2021-08-18,Daily ICU occupancy,22700.0
USA,2021-08-18,Daily ICU occupancy per million,68.186
USA,2021-08-18,Daily hospital occupancy,88657.0
USA,2021-08-18,Daily hospital occupancy per million,266.305
USA,2021-08-18,Weekly new hospital admissions,83159.0
USA,2021-08-18,Weekly new hospital admissions per million,249.79
USA,2021-08-19,Daily ICU occupancy,23034.0
USA,2021-08-19,Daily ICU occupancy per million,69.189
USA,2021-08-19,Daily hospital occupancy,89427.0
USA,2021-08-19,Daily hospital occupancy per million,268.618
USA,2021-08-19,Weekly new hospital admissions,83966.0
USA,2021-08-19,Weekly new hospital admissions per million,252.214
USA,2021-08-20,Daily ICU occupancy,23399.0
USA,2021-08-20,Daily ICU occupancy per million,70.285
USA,2021-08-20,Daily hospital occupancy,90191.0
USA,2021-08-20,Daily hospital occupancy per million,270.913
USA,2021-08-20,Weekly new hospital admissions,84658.0
USA,2021-08-20,Weekly new hospital admissions per million,254.293
USA,2021-08-21,Daily ICU occupancy,23653.0
USA,2021-08-21,Daily ICU occupancy per million,71.048
USA,2021-08-21,Daily hospital occupancy,90417.0
USA,2021-08-21,Daily hospital occupancy per million,271.592
USA,2021-08-21,Weekly new hospital admissions,85380.0
USA,2021-08-21,Weekly new hospital admissions per million,256.462
USA,2021-08-22,Daily ICU occupancy,24082.0
USA,2021-08-22,Daily ICU occupancy per million,72.337
USA,2021-08-22,Daily hospital occupancy,92239.0
USA,2021-08-22,Daily hospital occupancy per million,277.065
USA,2021-08-22,Weekly new hospital admissions,86345.0
USA,2021-08-22,Weekly new hospital admissions per million,259.36
USA,2021-08-23,Daily ICU occupancy,24559.0
USA,2021-08-23,Daily ICU occupancy per million,73.77
USA,2021-08-23,Daily hospital occupancy,94682.0
USA,2021-08-23,Daily hospital occupancy per million,284.403
USA,2021-08-23,Weekly new hospital admissions,86825.0
USA,2021-08-23,Weekly new hospital admissions per million,260.802
USA,2021-08-24,Daily ICU occupancy,25053.0
USA,2021-08-24,Daily ICU occupancy per million,75.253
USA,2021-08-24,Daily hospital occupancy,95991.0
USA,2021-08-24,Daily hospital occupancy per million,288.335
USA,2021-08-24,Weekly new hospital admissions,87112.0
USA,2021-08-24,Weekly new hospital admissions per million,261.664
USA,2021-08-25,Daily ICU occupancy,25071.0
USA,2021-08-25,Daily ICU occupancy per million,75.307
USA,2021-08-25,Daily hospital occupancy,96009.0
USA,2021-08-25,Daily hospital occupancy per million,288.389
USA,2021-08-25,Weekly new hospital admissions,87029.0
USA,2021-08-25,Weekly new hospital admissions per million,261.415
USA,2021-08-26,Daily ICU occupancy,25249.0
USA,2021-08-26,Daily ICU occupancy per million,75.842
USA,2021-08-26,Daily hospital occupancy,96369.0
USA,2021-08-26,Daily hospital occupancy per million,289.47
USA,2021-08-26,Weekly new hospital admissions,87295.0
USA,2021-08-26,Weekly new hospital admissions per million,262.214
USA,2021-08-27,Daily ICU occupancy,25365.0
USA,2021-08-27,Daily ICU occupancy per million,76.191
USA,2021-08-27,Daily hospital occupancy,96192.0
USA,2021-08-27,Daily hospital occupancy per million,288.939
USA,2021-08-27,Weekly new hospital admissions,87433.0
USA,2021-08-27,Weekly new hospital admissions per million,262.629
USA,2021-08-28,Daily ICU occupancy,25435.0
USA,2021-08-28,Daily ICU occupancy per million,76.401
USA,2021-08-28,Daily hospital occupancy,95071.0
USA,2021-08-28,Daily hospital occupancy per million,285.571
USA,2021-08-28,Weekly new hospital admissions,87278.0
USA,2021-08-28,Weekly new hospital admissions per million,262.163
USA,2021-08-29,Daily ICU occupancy,25781.0
USA,2021-08-29,Daily ICU occupancy per million,77.44
USA,2021-08-29,Daily hospital occupancy,96125.0
USA,2021-08-29,Daily hospital occupancy per million,288.737
USA,2021-08-29,Weekly new hospital admissions,86871.0
USA,2021-08-29,Weekly new hospital admissions per million,260.94
USA,2021-08-30,Daily ICU occupancy,25919.0
USA,2021-08-30,Daily ICU occupancy per million,77.855
USA,2021-08-30,Daily hospital occupancy,97200.0
USA,2021-08-30,Daily hospital occupancy per million,291.966
USA,2021-08-30,Weekly new hospital admissions,86643.0
USA,2021-08-30,Weekly new hospital admissions per million,260.256
USA,2021-08-31,Daily ICU occupancy,25904.0
USA,2021-08-31,Daily ICU occupancy per million,77.81
USA,2021-08-31,Daily hospital occupancy,97820.0
USA,2021-08-31,Daily hospital occupancy per million,293.829
USA,2021-08-31,Weekly new hospital admissions,86487.0
USA,2021-08-31,Weekly new hospital admissions per million,259.787
USA,2021-09-01,Daily ICU occupancy,25973.0
USA,2021-09-01,Daily ICU occupancy per million,78.017
USA,2021-09-01,Daily hospital occupancy,98027.0
USA,2021-09-01,Daily hospital occupancy per million,294.45
USA,2021-09-01,Weekly new hospital admissions,86821.0
USA,2021-09-01,Weekly new hospital admissions per million,260.79
USA,2021-09-02,Daily ICU occupancy,26045.0
USA,2021-09-02,Daily ICU occupancy per million,78.233
USA,2021-09-02,Daily hospital occupancy,97811.0
USA,2021-09-02,Daily hospital occupancy per million,293.802
USA,2021-09-02,Weekly new hospital admissions,86588.0
USA,2021-09-02,Weekly new hospital admissions per million,260.09
USA,2021-09-03,Daily ICU occupancy,25961.0
USA,2021-09-03,Daily ICU occupancy per million,77.981
USA,2021-09-03,Daily hospital occupancy,96835.0
USA,2021-09-03,Daily hospital occupancy per million,290.87
USA,2021-09-03,Weekly new hospital admissions,85843.0
USA,2021-09-03,Weekly new hospital admissions per million,257.853
USA,2021-09-04,Daily ICU occupancy,25609.0
USA,2021-09-04,Daily ICU occupancy per million,76.924
USA,2021-09-04,Daily hospital occupancy,95082.0
USA,2021-09-04,Daily hospital occupancy per million,285.604
USA,2021-09-04,Weekly new hospital admissions,85692.0
USA,2021-09-04,Weekly new hospital admissions per million,257.399
USA,2021-09-05,Daily ICU occupancy,25630.0
USA,2021-09-05,Daily ICU occupancy per million,76.987
USA,2021-09-05,Daily hospital occupancy,95280.0
USA,2021-09-05,Daily hospital occupancy per million,286.199
USA,2021-09-05,Weekly new hospital admissions,85528.0
USA,2021-09-05,Weekly new hospital admissions per million,256.906
USA,2021-09-06,Daily ICU occupancy,25801.0
USA,2021-09-06,Daily ICU occupancy per million,77.5
USA,2021-09-06,Daily hospital occupancy,95910.0
USA,2021-09-06,Daily hospital occupancy per million,288.091
USA,2021-09-06,Weekly new hospital admissions,85146.0
USA,2021-09-06,Weekly new hospital admissions per million,255.759
USA,2021-09-07,Daily ICU occupancy,26099.0
USA,2021-09-07,Daily ICU occupancy per million,78.395
USA,2021-09-07,Daily hospital occupancy,96810.0
USA,2021-09-07,Daily hospital occupancy per million,290.795
USA,2021-09-07,Weekly new hospital admissions,83646.0
USA,2021-09-07,Weekly new hospital admissions per million,251.253
USA,2021-09-08,Daily ICU occupancy,26008.0
USA,2021-09-08,Daily ICU occupancy per million,78.122
USA,2021-09-08,Daily hospital occupancy,96525.0
USA,2021-09-08,Daily hospital occupancy per million,289.939
USA,2021-09-08,Weekly new hospital admissions,83020.0
USA,2021-09-08,Weekly new hospital admissions per million,249.373
USA,2021-09-09,Daily ICU occupancy,25925.0
USA,2021-09-09,Daily ICU occupancy per million,77.873
USA,2021-09-09,Daily hospital occupancy,95684.0
USA,2021-09-09,Daily hospital occupancy per million,287.413
USA,2021-09-09,Weekly new hospital admissions,82459.0
USA,2021-09-09,Weekly new hospital admissions per million,247.688
USA,2021-09-10,Daily ICU occupancy,25747.0
USA,2021-09-10,Daily ICU occupancy per million,77.338
USA,2021-09-10,Daily hospital occupancy,94559.0
USA,2021-09-10,Daily hospital occupancy per million,284.033
USA,2021-09-10,Weekly new hospital admissions,82189.0
USA,2021-09-10,Weekly new hospital admissions per million,246.877
USA,2021-09-11,Daily ICU occupancy,25326.0
USA,2021-09-11,Daily ICU occupancy per million,76.073
USA,2021-09-11,Daily hospital occupancy,91979.0
USA,2021-09-11,Daily hospital occupancy per million,276.284
USA,2021-09-11,Weekly new hospital admissions,81292.0
USA,2021-09-11,Weekly new hospital admissions per million,244.182
USA,2021-09-12,Daily ICU occupancy,25292.0
USA,2021-09-12,Daily ICU occupancy per million,75.971
USA,2021-09-12,Daily hospital occupancy,91541.0
USA,2021-09-12,Daily hospital occupancy per million,274.968
USA,2021-09-12,Weekly new hospital admissions,80344.0
USA,2021-09-12,Weekly new hospital admissions per million,241.335
USA,2021-09-13,Daily ICU occupancy,25514.0
USA,2021-09-13,Daily ICU occupancy per million,76.638
USA,2021-09-13,Daily hospital occupancy,92158.0
USA,2021-09-13,Daily hospital occupancy per million,276.821
USA,2021-09-13,Weekly new hospital admissions,79453.0
USA,2021-09-13,Weekly new hospital admissions per million,238.658
USA,2021-09-14,Daily ICU occupancy,25218.0
USA,2021-09-14,Daily ICU occupancy per million,75.749
USA,2021-09-14,Daily hospital occupancy,90633.0
USA,2021-09-14,Daily hospital occupancy per million,272.241
USA,2021-09-14,Weekly new hospital admissions,79209.0
USA,2021-09-14,Weekly new hospital admissions per million,237.926
USA,2021-09-15,Daily ICU occupancy,24886.0
USA,2021-09-15,Daily ICU occupancy per million,74.752
USA,2021-09-15,Daily hospital occupancy,89577.0
USA,2021-09-15,Daily hospital occupancy per million,269.069
USA,2021-09-15,Weekly new hospital admissions,77625.0
USA,2021-09-15,Weekly new hospital admissions per million,233.168
USA,2021-09-16,Daily ICU occupancy,24734.0
USA,2021-09-16,Daily ICU occupancy per million,74.295
USA,2021-09-16,Daily hospital occupancy,88250.0
USA,2021-09-16,Daily hospital occupancy per million,265.083
USA,2021-09-16,Weekly new hospital admissions,76228.0
USA,2021-09-16,Weekly new hospital admissions per million,228.971
USA,2021-09-17,Daily ICU occupancy,24435.0
USA,2021-09-17,Daily ICU occupancy per million,73.397
USA,2021-09-17,Daily hospital occupancy,86780.0
USA,2021-09-17,Daily hospital occupancy per million,260.667
USA,2021-09-17,Weekly new hospital admissions,74767.0
USA,2021-09-17,Weekly new hospital admissions per million,224.583
USA,2021-09-18,Daily ICU occupancy,23978.0
USA,2021-09-18,Daily ICU occupancy per million,72.024
USA,2021-09-18,Daily hospital occupancy,84373.0
USA,2021-09-18,Daily hospital occupancy per million,253.437
USA,2021-09-18,Weekly new hospital admissions,73425.0
USA,2021-09-18,Weekly new hospital admissions per million,220.552
USA,2021-09-19,Daily ICU occupancy,23779.0
USA,2021-09-19,Daily ICU occupancy per million,71.427
USA,2021-09-19,Daily hospital occupancy,83494.0
USA,2021-09-19,Daily hospital occupancy per million,250.797
USA,2021-09-19,Weekly new hospital admissions,72069.0
USA,2021-09-19,Weekly new hospital admissions per million,216.479
USA,2021-09-20,Daily ICU occupancy,23686.0
USA,2021-09-20,Daily ICU occupancy per million,71.147
USA,2021-09-20,Daily hospital occupancy,83675.0
USA,2021-09-20,Daily hospital occupancy per million,251.34
USA,2021-09-20,Weekly new hospital admissions,70596.0
USA,2021-09-20,Weekly new hospital admissions per million,212.054
USA,2021-09-21,Daily ICU occupancy,23536.0
USA,2021-09-21,Daily ICU occupancy per million,70.697
USA,2021-09-21,Daily hospital occupancy,82358.0
USA,2021-09-21,Daily hospital occupancy per million,247.384
USA,2021-09-21,Weekly new hospital admissions,69235.0
USA,2021-09-21,Weekly new hospital admissions per million,207.966
USA,2021-09-22,Daily ICU occupancy,23136.0
USA,2021-09-22,Daily ICU occupancy per million,69.495
USA,2021-09-22,Daily hospital occupancy,80874.0
USA,2021-09-22,Daily hospital occupancy per million,242.927
USA,2021-09-22,Weekly new hospital admissions,68010.0
USA,2021-09-22,Weekly new hospital admissions per million,204.286
USA,2021-09-23,Daily ICU occupancy,22585.0
USA,2021-09-23,Daily ICU occupancy per million,67.84
USA,2021-09-23,Daily hospital occupancy,79242.0
USA,2021-09-23,Daily hospital occupancy per million,238.025
